
Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
20 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 475
20 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 454
20 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 496
20 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 708
20 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 638
20 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 698
20 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 734
20 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 682
20 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 522
20 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 546
20 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 563
20 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 582
20 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 621
20 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 917
20 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 884
20 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 932
20 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 1025
20 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 996
21 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 2455
21 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 1847
21 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 1948
21 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2155
21 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2114
21 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 3675
21 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3334
21 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3231
21 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3278
21 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3484
21 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1072
21 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 796
21 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 783
21 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 964
21 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 913
21 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1557
21 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1408
21 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1304
21 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1413
21 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1402
21 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1383
21 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1051
21 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1165
21 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1191
21 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1201
21 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2118
21 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 1926
21 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1927
21 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1865
21 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 2082
21 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1260
21 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1006
21 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1071
21 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1112
21 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1102
21 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 1859
21 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1745
21 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1718
21 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1654
21 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1727
21 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 558
21 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 443
21 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 439
21 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 485
21 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 478
21 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 776
21 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 693
21 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 683
21 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 714
21 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 672
21 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 702
21 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 563
21 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 632
21 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 627
21 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 624
21 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1083
21 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1052
21 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1035
21 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 940
21 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1055
21 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1195
21 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 841
21 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 877
21 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 1043
21 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1012
21 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 1816
21 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1589
21 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1513
21 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1624
21 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1757
21 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 514
21 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 353
21 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 344
21 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 479
21 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 435
21 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 781
21 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 715
21 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 621
21 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 699
21 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 730
21 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 681
21 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 488
21 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 533
21 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 564
21 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 577
21 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1035
21 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 874
21 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 892
21 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 925
21 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 1027
22 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 3057
22 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2372
22 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 1831
22 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1935
22 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 2109
22 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 4401
22 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 3642
22 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3309
22 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3226
22 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3228
22 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1367
22 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1026
22 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 772
22 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 772
22 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 950
22 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1828
22 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1548
22 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1383
22 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1282
22 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1397
22 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1690
22 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1346
22 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1059
22 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1163
22 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1159
22 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2573
22 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2094
22 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 1926
22 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1944
22 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1831
22 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1633
22 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1245
22 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1007
22 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1062
22 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1092
22 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2271
22 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 1854
22 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1755
22 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1727
22 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1634
22 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 726
22 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 542
22 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 446
22 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 433
22 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 477
22 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 915
22 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 782
22 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 698
22 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 691
22 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 710
22 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 907
22 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 703
22 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 561
22 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 629
22 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 615
22 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1356
22 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1072
22 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1057
22 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1036
22 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 924
22 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1424
22 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1127
22 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 824
22 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 873
22 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 1017
22 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2130
22 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 1788
22 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1554
22 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1499
22 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1594
22 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 641
22 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 484
22 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 326
22 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 339
22 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 473
22 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 913
22 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 766
22 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 685
22 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 591
22 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 687
22 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 783
22 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 643
22 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 498
22 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 534
22 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 544
22 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1217
22 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1022
22 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 869
22 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 908
22 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 907
23 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 3163
23 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 2988
23 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2372
23 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 1818
23 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 1888
23 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 4565
23 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 4352
23 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 3606
23 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3270
23 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3171
23 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1421
23 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1335
23 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1012
23 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 765
23 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 748
23 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1966
23 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1815
23 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1506
23 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1360
23 ani, Total, Urban, Harghita, Anul 2016, Numar persoane, 1260
23 ani, Total, Rural, Covasna, Anul 2012, Numar persoane, 1742
23 ani, Total, Rural, Covasna, Anul 2013, Numar persoane, 1653
23 ani, Total, Rural, Covasna, Anul 2014, Numar persoane, 1360
23 ani, Total, Rural, Covasna, Anul 2015, Numar persoane, 1053
23 ani, Total, Rural, Covasna, Anul 2016, Numar persoane, 1140
23 ani, Total, Rural, Harghita, Anul 2012, Numar persoane, 2599
23 ani, Total, Rural, Harghita, Anul 2013, Numar persoane, 2537
23 ani, Total, Rural, Harghita, Anul 2014, Numar persoane, 2100
23 ani, Total, Rural, Harghita, Anul 2015, Numar persoane, 1910
23 ani, Total, Rural, Harghita, Anul 2016, Numar persoane, 1911
23 ani, Masculin, Total, Covasna, Anul 2012, Numar persoane, 1602
23 ani, Masculin, Total, Covasna, Anul 2013, Numar persoane, 1622
23 ani, Masculin, Total, Covasna, Anul 2014, Numar persoane, 1253
23 ani, Masculin, Total, Covasna, Anul 2015, Numar persoane, 1000
23 ani, Masculin, Total, Covasna, Anul 2016, Numar persoane, 1043
23 ani, Masculin, Total, Harghita, Anul 2012, Numar persoane, 2366
23 ani, Masculin, Total, Harghita, Anul 2013, Numar persoane, 2261
23 ani, Masculin, Total, Harghita, Anul 2014, Numar persoane, 1845
23 ani, Masculin, Total, Harghita, Anul 2015, Numar persoane, 1737
23 ani, Masculin, Total, Harghita, Anul 2016, Numar persoane, 1703
23 ani, Masculin, Urban, Covasna, Anul 2012, Numar persoane, 728
23 ani, Masculin, Urban, Covasna, Anul 2013, Numar persoane, 709
23 ani, Masculin, Urban, Covasna, Anul 2014, Numar persoane, 550
23 ani, Masculin, Urban, Covasna, Anul 2015, Numar persoane, 436
23 ani, Masculin, Urban, Covasna, Anul 2016, Numar persoane, 426
23 ani, Masculin, Urban, Harghita, Anul 2012, Numar persoane, 1019
23 ani, Masculin, Urban, Harghita, Anul 2013, Numar persoane, 904
23 ani, Masculin, Urban, Harghita, Anul 2014, Numar persoane, 773
23 ani, Masculin, Urban, Harghita, Anul 2015, Numar persoane, 693
23 ani, Masculin, Urban, Harghita, Anul 2016, Numar persoane, 689
23 ani, Masculin, Rural, Covasna, Anul 2012, Numar persoane, 874
23 ani, Masculin, Rural, Covasna, Anul 2013, Numar persoane, 913
23 ani, Masculin, Rural, Covasna, Anul 2014, Numar persoane, 703
23 ani, Masculin, Rural, Covasna, Anul 2015, Numar persoane, 564
23 ani, Masculin, Rural, Covasna, Anul 2016, Numar persoane, 617
23 ani, Masculin, Rural, Harghita, Anul 2012, Numar persoane, 1347
23 ani, Masculin, Rural, Harghita, Anul 2013, Numar persoane, 1357
23 ani, Masculin, Rural, Harghita, Anul 2014, Numar persoane, 1072
23 ani, Masculin, Rural, Harghita, Anul 2015, Numar persoane, 1044
23 ani, Masculin, Rural, Harghita, Anul 2016, Numar persoane, 1014
23 ani, Feminin, Total, Covasna, Anul 2012, Numar persoane, 1561
23 ani, Feminin, Total, Covasna, Anul 2013, Numar persoane, 1366
23 ani, Feminin, Total, Covasna, Anul 2014, Numar persoane, 1119
23 ani, Feminin, Total, Covasna, Anul 2015, Numar persoane, 818
23 ani, Feminin, Total, Covasna, Anul 2016, Numar persoane, 845
23 ani, Feminin, Total, Harghita, Anul 2012, Numar persoane, 2199
23 ani, Feminin, Total, Harghita, Anul 2013, Numar persoane, 2091
23 ani, Feminin, Total, Harghita, Anul 2014, Numar persoane, 1761
23 ani, Feminin, Total, Harghita, Anul 2015, Numar persoane, 1533
23 ani, Feminin, Total, Harghita, Anul 2016, Numar persoane, 1468
23 ani, Feminin, Urban, Covasna, Anul 2012, Numar persoane, 693
23 ani, Feminin, Urban, Covasna, Anul 2013, Numar persoane, 626
23 ani, Feminin, Urban, Covasna, Anul 2014, Numar persoane, 462
23 ani, Feminin, Urban, Covasna, Anul 2015, Numar persoane, 329
23 ani, Feminin, Urban, Covasna, Anul 2016, Numar persoane, 322
23 ani, Feminin, Urban, Harghita, Anul 2012, Numar persoane, 947
23 ani, Feminin, Urban, Harghita, Anul 2013, Numar persoane, 911
23 ani, Feminin, Urban, Harghita, Anul 2014, Numar persoane, 733
23 ani, Feminin, Urban, Harghita, Anul 2015, Numar persoane, 667
23 ani, Feminin, Urban, Harghita, Anul 2016, Numar persoane, 571
23 ani, Feminin, Rural, Covasna, Anul 2012, Numar persoane, 868
23 ani, Feminin, Rural, Covasna, Anul 2013, Numar persoane, 740
23 ani, Feminin, Rural, Covasna, Anul 2014, Numar persoane, 657
23 ani, Feminin, Rural, Covasna, Anul 2015, Numar persoane, 489
23 ani, Feminin, Rural, Covasna, Anul 2016, Numar persoane, 523
23 ani, Feminin, Rural, Harghita, Anul 2012, Numar persoane, 1252
23 ani, Feminin, Rural, Harghita, Anul 2013, Numar persoane, 1180
23 ani, Feminin, Rural, Harghita, Anul 2014, Numar persoane, 1028
23 ani, Feminin, Rural, Harghita, Anul 2015, Numar persoane, 866
23 ani, Feminin, Rural, Harghita, Anul 2016, Numar persoane, 897
24 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 3093
24 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 3100
24 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 2940
24 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 2320
24 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 1751
24 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 4387
24 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 4535
24 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 4301
24 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 3582
24 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 3198
24 ani, Total, Urban, Covasna, Anul 2012, Numar persoane, 1347
24 ani, Total, Urban, Covasna, Anul 2013, Numar persoane, 1386
24 ani, Total, Urban, Covasna, Anul 2014, Numar persoane, 1311
24 ani, Total, Urban, Covasna, Anul 2015, Numar persoane, 991
24 ani, Total, Urban, Covasna, Anul 2016, Numar persoane, 740
24 ani, Total, Urban, Harghita, Anul 2012, Numar persoane, 1932
24 ani, Total, Urban, Harghita, Anul 2013, Numar persoane, 1949
24 ani, Total, Urban, Harghita, Anul 2014, Numar persoane, 1778
24 ani, Total, Urban, Harghita, Anul 2015, Numar persoane, 1480
